TEfam	Cont	Sel	DiffSelCont	log2SelCont	regime_Df	regime_F	regime_P	regime_Bonf	inter_Df	inter_F	inter_P	inter_Bonf	study_Df	study_F	study_P	study_Bonf	adj_R_squared	Df_resid	regime_fdr	inter_fdr	study_fdr	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
S2	0.00245776209723966	0.00279251868489548	0.000334756587655824	0.184221659249113	1	27.93	5.43373071480902e-06	TRUE	3	13.66	3.38560388442681e-06	TRUE	3	47.66	5.93398614214751e-13	TRUE	0.819920491561681	38	6.21860292917032e-05	2.32478133397308e-05	1.69777936844776e-12	FBte0000709	nnnnnnnn	S2	Dmel	S2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|S2_DM|S_DM|TIR|transposase.	TIR	DNA	1735
SPRINGER	0.00301208408834268	0.00299225648568175	-1.98276026609294e-05	-0.00952820302436193	1	1.11	0.297678448284836	FALSE	3	4.2	0.011642190596216	FALSE	3	59.13	2.21582700741842e-14	TRUE	0.803566665023129	38	0.420012057169015	0.0221016091054007	7.87000626772749e-14	FBte0000333	AF364549	springer	Dmel	springer	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.405	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy97_DM;Gypsy1-LTR_DM|Gypsy1-I_DM.	LTR	RNA	7546
STALKER2	0.00352841814614899	0.00357594207284218	4.75239266931934e-05	0.0193018242203587	1	0.12	0.727811348451467	FALSE	3	4.93	0.00543914215581682	FALSE	3	58.2	2.83099981614871e-14	TRUE	0.802219836745294	38	0.78088092594272	0.0122302867821371	9.7197660354439e-14	FBte0000472	NA	Stalker2	Dmel	Stalker2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Nonautonomous;pol|internal_portion|STALKER2_I|STALKER2_LTR;Nonautonomous_endogenous_retrovirus.	LTR	RNA	7672
STALKER3	0.00688151800162238	0.00698362710059161	0.00010210909896923	0.0212496808185401	1	0.43	0.516074079963238	FALSE	3	1.04	0.386232920535615	FALSE	3	61	1.36191082952949e-14	TRUE	0.79959236597015	38	0.632805121859685	0.427763342098584	5.39526213236683e-14	FBte0001157	NA	Stalker3	Dmel	Stalker3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|LTR|STALKER3_LTR;TABOR_group.	LTR	RNA	372
TABOR	0.00433421262728767	0.00500664808560886	0.000672435458321189	0.208075122057974	1	14.73	0.000455634676473055	TRUE	3	7.97	0.000303640198478306	TRUE	3	75.28	4.76974814452809e-16	TRUE	0.851232668018934	38	0.00223477960365356	0.00115833112752835	2.23310935857451e-15	FBte0000974	AC007146	Tabor	Dmel	Tabor	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.968	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|LTR-retrotransposon|TABOR_group|TABOR_I;TABOR_LTR|env|gag|pol|internal_portion.	LTR	RNA	7345
TAHRE	0.00443159894874577	0.00497655766151007	0.000544958712764302	0.167320833443135	1	2.9	0.0970194245473323	FALSE	3	1.39	0.260341529332739	FALSE	3	3.66	0.020715101156343	FALSE	0.196977323537808	38	0.163819684071725	0.301466258196136	0.0211253011792409	FBte0000148	AJ542581	TAHRE	Dmel	TAHRE	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|TAHRE.	non-LTR	RNA	10463
TC1	0.00968596592973816	0.0104806672570795	0.000794701327341378	0.113762736322576	1	32.27	1.56247027791426e-06	TRUE	3	22.33	1.66687120705661e-08	TRUE	3	106.01	1.64018326193881e-18	TRUE	0.901161764435445	38	2.01168048281461e-05	2.45268191895473e-07	1.68938875979697e-17	FBte0000927	nnnnnnnn	Tc1	Dmel	Tc1	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1_DM|transposase.	TIR	DNA	1666
TC1-2	0.0067191577608815	0.00740301829682913	0.000683860535947637	0.139833190180578	1	12.17	0.00124219339325842	FALSE	3	4.19	0.0118018301048256	FALSE	3	11.09	2.27973162983438e-05	TRUE	0.531230050889526	38	0.00556286606546162	0.0221016091054007	2.5248640631499e-05	FBte0000838	nnnnnnnn	Tc1-2	Dmel	Tc1-2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1-2_DM|transposase.	TIR	DNA	1644
TC3	0.00185411812279369	0.00202774541811947	0.000173627295325778	0.129143375853675	1	10.1	0.00293886884402301	FALSE	3	1.76	0.170630802306694	FALSE	3	24.73	4.8202925316515e-09	TRUE	0.647275069125384	38	0.010090116364479	0.225320162020378	7.52257773878946e-09	FBte0000044	AC009537	Tc3	Dmel	Tc3	terminal_inverted_repeat_element	DNA	NA	Tc1-Mariner	Tc3	NA	NA	0	NA	NA	TIR	DNA	1743
Tinker	0.00658999563582595	0.0066568611104597	6.68654746337491e-05	0.0145645581896015	1	0.13	0.722530806733464	FALSE	3	5.55	0.00293303479302013	FALSE	3	37.77	1.73293179583729e-11	TRUE	0.732297490272782	38	0.78088092594272	0.00736835569953838	3.88026032546176e-11	FBte0000001	AC004377	diver	Dmel	diver	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	99.752	1	NA	BEL|LTR_Retrotransposon|Transposable_Element|ORF1|gag;Retrovirus|endonuclease|internal_portion|RT|DIVER_I;DIVER_LTR.	LTR	RNA	6112
TIRANT	0.00332418763041802	0.00349361853903173	0.000169430908613708	0.0717202760992287	1	1.48	0.231641886330488	FALSE	3	2.63	0.0643063932100144	FALSE	3	15.51	9.60694632378637e-07	TRUE	0.520660025497798	38	0.352601595723742	0.0973921809784864	1.2368943391875e-06	FBte0000179	X93507	Tirant	Dmel	Tirant	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.974	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|TIRANT_I|TIRANT_LTR;env|gag|pol|internal_portion.	LTR	RNA	8526
TRANSIB1	0.00170279023317215	0.00192832425222321	0.000225534019051055	0.179446944227814	1	17.33	0.000173613439774776	TRUE	3	5.39	0.00342916808908896	FALSE	3	13.31	4.34936855486385e-06	TRUE	0.596179793134493	38	0.00111763651855012	0.00840962650419435	5.27041130765855e-06	FBte0000626	nnnnnnnn	transib1	Dmel	transib1	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	99.575	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;transposase|TRANSIB3|TRANSIB1.	TIR	DNA	2167
TRANSIB2	0.00747681341227694	0.00805267033252384	0.000575856920246899	0.107043741958417	1	10.77	0.00221528402446549	FALSE	3	5.92	0.00203094639697752	FALSE	3	21	3.44872412550635e-08	TRUE	0.652633330373958	38	0.00814908051856948	0.00550493365496538	4.86600801270074e-08	FBte0000885	nnnnnnnn	transib2	Dmel	transib2	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;TRANSIB2|TRANSIB2p_transposase.	TIR	DNA	2844
TRANSIB4	0.00144599512989815	0.00153621955791802	9.02244280198703e-05	0.0873217287926289	1	6.27	0.0167241723187964	FALSE	3	2.13	0.112731341998873	FALSE	3	21.73	2.30451917383889e-08	TRUE	0.611572685433839	38	0.0430647437209007	0.152780634551104	3.34317570289304e-08	FBte0001174	nnnnnnnn	transib4	Dmel	transib4	terminal_inverted_repeat_element	DNA	Jockey	?	Transib	Drosophila_melanogaster	99.115	1	NA	Transib|DNA_transposon|Transposable_Element|DDE-class;TRANSIB_family|TRANSIB4p_transposase|TRANSIB4.	TIR	DNA	2656
